,"European Union Emissions Trading System",,,," "
2022-12-16,1,1.058880952,EUR,83.41," "
2022-12-19,1,1.058880952,EUR,84.1," "
2022-12-20,1,1.058880952,EUR,," "
2022-12-21,1,1.058880952,EUR,," "
2022-12-22,1,1.058880952,EUR,," "
2022-12-23,1,1.058880952,EUR,," "
2022-12-27,1,1.058880952,EUR,," "
2022-12-28,1,1.058880952,EUR,," "
2022-12-29,1,1.058880952,EUR,," "
2022-12-30,1,1.058880952,EUR,," "
2023-01-02,1,1.0769,EUR,," "
2023-01-03,1,1.0769,EUR,," "
2023-01-04,1,1.0769,EUR,," "
2023-01-05,1,1.0769,EUR,," "
2023-01-06,1,1.0769,EUR,," "
2023-01-09,1,1.0769,EUR,75.27," "
2023-01-10,1,1.0769,EUR,78.61," "
2023-01-11,1,1.0769,EUR,," "
2023-01-12,1,1.0769,EUR,76.8," "
2023-01-13,1,1.0769,EUR,76.42," "
2023-01-16,1,1.0769,EUR,75.05," "
2023-01-17,1,1.0769,EUR,75.04," "
2023-01-18,1,1.0769,EUR,76.25," "
2023-01-19,1,1.0769,EUR,82.06," "
2023-01-20,1,1.0769,EUR,81.01," "
2023-01-23,1,1.0769,EUR,81.52," "
2023-01-24,1,1.0769,EUR,80.88," "
2023-01-25,1,1.0769,EUR,78.29," "
2023-01-26,1,1.0769,EUR,83.51," "
2023-01-27,1,1.0769,EUR,86.71," "
2023-01-30,1,1.0769,EUR,85.2," "
2023-01-31,1,1.0769,EUR,86.68," "
2023-02-01,1,1.07151,EUR,91.91," "
2023-02-02,1,1.07151,EUR,93.5," "
2023-02-03,1,1.07151,EUR,91.15," "
2023-02-06,1,1.07151,EUR,91.78," "
2023-02-07,1,1.07151,EUR,87.52," "
2023-02-08,1,1.07151,EUR,," "
2023-02-09,1,1.07151,EUR,87.36," "
2023-02-10,1,1.07151,EUR,89.7," "
2023-02-13,1,1.07151,EUR,88.86," "
2023-02-14,1,1.07151,EUR,89.96," "
2023-02-15,1,1.07151,EUR,87.75," "
2023-02-16,1,1.07151,EUR,92.85," "
2023-02-17,1,1.07151,EUR,93.69," "
2023-02-20,1,1.07151,EUR,93.73," "
2023-02-21,1,1.07151,EUR,95.35," "
2023-02-22,1,1.07151,EUR,," "
2023-02-23,1,1.07151,EUR,93.26," "
2023-02-24,1,1.07151,EUR,95.83," "
2023-02-27,1,1.07151,EUR,95.12," "
2023-02-28,1,1.07151,EUR,96.33," "
2023-03-01,1,1.070582609,EUR,95.89," "
2023-03-02,1,1.070582609,EUR,93.25," "
2023-03-03,1,1.070582609,EUR,88.81," "
2023-03-06,1,1.070582609,EUR,91.01," "
2023-03-07,1,1.070582609,EUR,91.56," "
2023-03-08,1,1.070582609,EUR,," "
2023-03-09,1,1.070582609,EUR,95.43," "
2023-03-10,1,1.070582609,EUR,95.16," "
2023-03-13,1,1.070582609,EUR,94.36," "
2023-03-14,1,1.070582609,EUR,92.34," "
2023-03-15,1,1.070582609,EUR,90.31," "
2023-03-16,1,1.070582609,EUR,83.25," "
2023-03-17,1,1.070582609,EUR,86.5," "
2023-03-20,1,1.070582609,EUR,82.46," "
2023-03-21,1,1.070582609,EUR,87.14," "
2023-03-22,1,1.070582609,EUR,86.14," "
2023-03-23,1,1.070582609,EUR,88.27," "
2023-03-24,1,1.070582609,EUR,88.09," "
2023-03-27,1,1.070582609,EUR,85.18," "
2023-03-28,1,1.070582609,EUR,86.54," "
2023-03-29,1,1.070582609,EUR,87.16," "
2023-03-30,1,1.070582609,EUR,87.42," "
2023-03-31,1,1.070582609,EUR,88.61," "
2023-04-03,1,1.096772222,EUR,89.82," "
2023-04-04,1,1.096772222,EUR,94.12," "
2023-04-05,1,1.096772222,EUR,," "
2023-04-06,1,1.096772222,EUR,94.3," "
2023-04-11,1,1.096772222,EUR,95.52," "
2023-04-12,1,1.096772222,EUR,93.9," "
2023-04-13,1,1.096772222,EUR,90.51," "
2023-04-14,1,1.096772222,EUR,92.3," "
2023-04-17,1,1.096772222,EUR,90.55," "
2023-04-18,1,1.096772222,EUR,90.55," "
2023-04-19,1,1.096772222,EUR,," "
2023-04-20,1,1.096772222,EUR,90.68," "
2023-04-21,1,1.096772222,EUR,88.6," "
2023-04-24,1,1.096772222,EUR,85.7," "
2023-04-25,1,1.096772222,EUR,84.73," "
2023-04-26,1,1.096772222,EUR,83.31," "
2023-04-27,1,1.096772222,EUR,85," "
2023-04-28,1,1.096772222,EUR,84," "
2023-05-02,1,1.08675,EUR,83.24," "
2023-05-03,1,1.08675,EUR,," "
2023-05-04,1,1.08675,EUR,82.23," "
2023-05-05,1,1.08675,EUR,84.38," "
2023-05-08,1,1.08675,EUR,82.99," "
2023-05-09,1,1.08675,EUR,83.84," "
2023-05-10,1,1.08675,EUR,85.85," "
2023-05-11,1,1.08675,EUR,86.75," "
2023-05-12,1,1.08675,EUR,86.67," "
2023-05-15,1,1.08675,EUR,85.7," "
2023-05-16,1,1.08675,EUR,85.05," "
2023-05-17,1,1.08675,EUR,85.58," "
2023-05-18,1,1.08675,EUR,," "
2023-05-19,1,1.08675,EUR,," "
2023-05-22,1,1.08675,EUR,85.2," "
2023-05-23,1,1.08675,EUR,84.32," "
2023-05-24,1,1.08675,EUR,83," "
2023-05-25,1,1.08675,EUR,81.12," "
2023-05-26,1,1.08675,EUR,81.11," "
2023-05-29,1,1.08675,EUR,," "
2023-05-30,1,1.08675,EUR,79.79," "
2023-05-31,1,1.08675,EUR,," "
2023-06-01,1,1.083986364,EUR,78.62," "
2023-06-02,1,1.083986364,EUR,78.2," "
2023-06-05,1,1.083986364,EUR,78.55," "
2023-06-06,1,1.083986364,EUR,80.07," "
2023-06-07,1,1.083986364,EUR,78.25," "
2023-06-08,1,1.083986364,EUR,81.54," "
2023-06-09,1,1.083986364,EUR,83.11," "
2023-06-12,1,1.083986364,EUR,83.45," "
2023-06-13,1,1.083986364,EUR,86.44," "
2023-06-14,1,1.083986364,EUR,," "
2023-06-15,1,1.083986364,EUR,91.67," "
2023-06-16,1,1.083986364,EUR,89.3," "
2023-06-19,1,1.083986364,EUR,90.16," "
2023-06-20,1,1.083986364,EUR,91.55," "
2023-06-21,1,1.083986364,EUR,90.35," "
2023-06-22,1,1.083986364,EUR,87.11," "
2023-06-23,1,1.083986364,EUR,88.9," "
2023-06-26,1,1.083986364,EUR,86.01," "
2023-06-27,1,1.083986364,EUR,85.35," "
2023-06-28,1,1.083986364,EUR,," "
2023-06-29,1,1.083986364,EUR,86.6," "
2023-06-30,1,1.083986364,EUR,85.31," "
2023-07-03,1,1.105814286,EUR,87.11," "
2023-07-04,1,1.105814286,EUR,85," "
2023-07-05,1,1.105814286,EUR,84.84," "
2023-07-06,1,1.105814286,EUR,84.18," "
2023-07-07,1,1.105814286,EUR,84.82," "
2023-07-10,1,1.105814286,EUR,85," "
2023-07-11,1,1.105814286,EUR,83.62," "
2023-07-12,1,1.105814286,EUR,85.32," "
2023-07-13,1,1.105814286,EUR,84.25," "
2023-07-14,1,1.105814286,EUR,85.51," "
2023-07-17,1,1.105814286,EUR,84.72," "
2023-07-18,1,1.105814286,EUR,84.9," "
2023-07-19,1,1.105814286,EUR,86.03," "
2023-07-20,1,1.105814286,EUR,87.76," "
2023-07-21,1,1.105814286,EUR,89.36," "
2023-07-24,1,1.105814286,EUR,90.3," "
2023-07-25,1,1.105814286,EUR,90.25," "
2023-07-26,1,1.105814286,EUR,," "
2023-07-27,1,1.105814286,EUR,88.02," "
2023-07-28,1,1.105814286,EUR,87.33," "
2023-07-31,1,1.105814286,EUR,86.65," "
2023-08-01,1,1.090886957,EUR,84.69," "
2023-08-02,1,1.090886957,EUR,81.88," "
2023-08-03,1,1.090886957,EUR,83.52," "
2023-08-04,1,1.090886957,EUR,83.33," "
2023-08-07,1,1.090886957,EUR,82.28," "
2023-08-08,1,1.090886957,EUR,81.46," "
2023-08-09,1,1.090886957,EUR,," "
2023-08-10,1,1.090886957,EUR,82.24," "
2023-08-11,1,1.090886957,EUR,84.2," "
2023-08-14,1,1.090886957,EUR,85.34," "
2023-08-15,1,1.090886957,EUR,86.71," "
2023-08-16,1,1.090886957,EUR,87.01," "
2023-08-17,1,1.090886957,EUR,86.84," "
2023-08-18,1,1.090886957,EUR,86.68," "
2023-08-21,1,1.090886957,EUR,86," "
2023-08-22,1,1.090886957,EUR,87.86," "
2023-08-23,1,1.090886957,EUR,," "
2023-08-24,1,1.090886957,EUR,85.51," "
2023-08-25,1,1.090886957,EUR,85.5," "
2023-08-28,1,1.090886957,EUR,84.7," "
2023-08-29,1,1.090886957,EUR,84.64," "
2023-08-30,1,1.090886957,EUR,84.57," "
2023-08-31,1,1.090886957,EUR,85.52," "
2023-09-01,1,1.068380952,EUR,84," "
2023-09-04,1,1.068380952,EUR,83.42," "
2023-09-05,1,1.068380952,EUR,83.41," "
2023-09-06,1,1.068380952,EUR,," "
2023-09-07,1,1.068380952,EUR,," "
2023-09-08,1,1.068380952,EUR,82.09," "
2023-09-11,1,1.068380952,EUR,80.98," "
2023-09-12,1,1.068380952,EUR,80.6," "
2023-09-13,1,1.068380952,EUR,80.5," "
2023-09-14,1,1.068380952,EUR,81.69," "
2023-09-15,1,1.068380952,EUR,82.33," "
2023-09-18,1,1.068380952,EUR,80.26," "
2023-09-19,1,1.068380952,EUR,79.5," "
2023-09-20,1,1.068380952,EUR,79.8," "
2023-09-21,1,1.068380952,EUR,81.78," "
2023-09-22,1,1.068380952,EUR,84.03," "
2023-09-25,1,1.068380952,EUR,83.92," "
2023-09-26,1,1.068380952,EUR,82.44," "
2023-09-27,1,1.068380952,EUR,81.37," "
2023-09-28,1,1.068380952,EUR,81.9," "
2023-09-29,1,1.068380952,EUR,81.65," "
2023-10-02,1,1.056254545,EUR,80.95," "
2023-10-03,1,1.056254545,EUR,79.17," "
2023-10-04,1,1.056254545,EUR,78.78," "
2023-10-05,1,1.056254545,EUR,80.5," "
2023-10-06,1,1.056254545,EUR,79.95," "
2023-10-09,1,1.056254545,EUR,80.43," "
2023-10-10,1,1.056254545,EUR,81.82," "
2023-10-11,1,1.056254545,EUR,82.68," "
2023-10-12,1,1.056254545,EUR,83.35," "
2023-10-13,1,1.056254545,EUR,84.61," "
2023-10-16,1,1.056254545,EUR,83.4," "
2023-10-17,1,1.056254545,EUR,81.69," "
2023-10-18,1,1.056254545,EUR,81.72," "
2023-10-19,1,1.056254545,EUR,79.99," "
2023-10-20,1,1.056254545,EUR,81.19," "
2023-10-23,1,1.056254545,EUR,79.92," "
2023-10-24,1,1.056254545,EUR,80.4," "
2023-10-25,1,1.056254545,EUR,79.85," "
2023-10-26,1,1.056254545,EUR,79.48," "
2023-10-27,1,1.056254545,EUR,79.41," "
2023-10-30,1,1.056254545,EUR,79.78," "
2023-10-31,1,1.056254545,EUR,77.65," "
2023-11-01,1,1.080822727,EUR,," "
2023-11-02,1,1.080822727,EUR,77.88," "
2023-11-03,1,1.080822727,EUR,78.35," "
2023-11-06,1,1.080822727,EUR,76.02," "
2023-11-07,1,1.080822727,EUR,75.58," "
2023-11-08,1,1.080822727,EUR,74.56," "
2023-11-09,1,1.080822727,EUR,75.75," "
2023-11-10,1,1.080822727,EUR,76.46," "
2023-11-13,1,1.080822727,EUR,77.01," "
2023-11-14,1,1.080822727,EUR,76.62," "
2023-11-15,1,1.080822727,EUR,79.45," "
2023-11-16,1,1.080822727,EUR,79," "
2023-11-17,1,1.080822727,EUR,76.55," "
2023-11-20,1,1.080822727,EUR,76.35," "
2023-11-21,1,1.080822727,EUR,75.69," "
2023-11-22,1,1.080822727,EUR,74.84," "
2023-11-23,1,1.080822727,EUR,74.5," "
2023-11-24,1,1.080822727,EUR,75.9," "
2023-11-27,1,1.080822727,EUR,74.57," "
2023-11-28,1,1.080822727,EUR,71.71," "
2023-11-29,1,1.080822727,EUR,," "
2023-11-30,1,1.080822727,EUR,70.79," "
2023-12-01,1,1.090305263,EUR,71.45," "
2023-12-04,1,1.090305263,EUR,71.34," "
2023-12-05,1,1.090305263,EUR,69.94," "
2023-12-06,1,1.090305263,EUR,68.71," "
2023-12-07,1,1.090305263,EUR,68.76," "
2023-12-08,1,1.090305263,EUR,69.84," "
2023-12-11,1,1.090305263,EUR,67.82," "
2023-12-12,1,1.090305263,EUR,66.72," "
2023-12-13,1,1.090305263,EUR,69.7," "
2023-12-14,1,1.090305263,EUR,68.45," "
2023-12-15,1,1.090305263,EUR,66.6," "
2023-12-18,1,1.090305263,EUR,66.49," "
2023-12-19,1,1.090305263,EUR,," "
2023-12-20,1,1.090305263,EUR,," "
2023-12-21,1,1.090305263,EUR,," "
2023-12-22,1,1.090305263,EUR,," "
2023-12-27,1,1.090305263,EUR,," "
2023-12-28,1,1.090305263,EUR,," "
2023-12-29,1,1.090305263,EUR,," "
2024-01-02,1,1.090513636,EUR,," "
2024-01-03,1,1.090513636,EUR,," "
2024-01-04,1,1.090513636,EUR,," "
2024-01-05,1,1.090513636,EUR,," "
2024-01-08,1,1.090513636,EUR,," "
2024-01-09,1,1.090513636,EUR,," "
2024-01-10,1,1.090513636,EUR,," "
2024-01-11,1,1.090513636,EUR,," "
2024-01-12,1,1.090513636,EUR,," "
2024-01-15,1,1.090513636,EUR,63.5," "
2024-01-16,1,1.090513636,EUR,63.2," "
2024-01-17,1,1.090513636,EUR,62.96," "
2024-01-18,1,1.090513636,EUR,61.28," "
2024-01-19,1,1.090513636,EUR,61.93," "
2024-01-22,1,1.090513636,EUR,59.74," "
2024-01-23,1,1.090513636,EUR,60.55," "
2024-01-24,1,1.090513636,EUR,62," "
2024-01-25,1,1.090513636,EUR,61.95," "
2024-01-26,1,1.090513636,EUR,61.95," "
2024-01-29,1,1.090513636,EUR,60.81," "
2024-01-30,1,1.090513636,EUR,59.82," "
2024-01-31,1,1.090513636,EUR,62.27," "
2024-02-01,1,1.079471429,EUR,61.09," "
2024-02-02,1,1.079471429,EUR,60.92," "
2024-02-05,1,1.079471429,EUR,60.68," "
2024-02-06,1,1.079471429,EUR,60.25," "
2024-02-07,1,1.079471429,EUR,," "
2024-02-08,1,1.079471429,EUR,59.85," "
2024-02-09,1,1.079471429,EUR,57.24," "
2024-02-12,1,1.079471429,EUR,55.84," "
2024-02-13,1,1.079471429,EUR,54.24," "
2024-02-14,1,1.079471429,EUR,54.07," "
2024-02-15,1,1.079471429,EUR,54.87," "
2024-02-16,1,1.079471429,EUR,55.12," "
2024-02-19,1,1.079471429,EUR,53," "
2024-02-20,1,1.079471429,EUR,51.8," "
2024-02-21,1,1.079471429,EUR,," "
2024-02-22,1,1.079471429,EUR,51.55," "
2024-02-23,1,1.079471429,EUR,49.5," "
2024-02-26,1,1.079471429,EUR,50.65," "
2024-02-27,1,1.079471429,EUR,51.12," "
2024-02-28,1,1.079471429,EUR,54.94," "
2024-02-29,1,1.079471429,EUR,54.9," "
2024-03-01,1,1.08722,EUR,53.6," "
2024-03-04,1,1.08722,EUR,51.76," "
2024-03-05,1,1.08722,EUR,59.14," "
2024-03-06,1,1.08722,EUR,," "
2024-03-07,1,1.08722,EUR,56.94," "
2024-03-08,1,1.08722,EUR,57.1," "
2024-03-11,1,1.08722,EUR,54.43," "
2024-03-12,1,1.08722,EUR,54.21," "
2024-03-13,1,1.08722,EUR,54.92," "
2024-03-14,1,1.08722,EUR,54.25," "
2024-03-15,1,1.08722,EUR,57.75," "
2024-03-18,1,1.08722,EUR,59.42," "
2024-03-19,1,1.08722,EUR,59," "
2024-03-20,1,1.08722,EUR,57.9," "
2024-03-21,1,1.08722,EUR,58," "
2024-03-22,1,1.08722,EUR,57.93," "
2024-03-25,1,1.08722,EUR,62.09," "
2024-03-26,1,1.08722,EUR,63.25," "
2024-03-27,1,1.08722,EUR,60.56," "
2024-03-28,1,1.08722,EUR,59.86," "
2024-04-02,1,1.07277619,EUR,57.07," "
2024-04-03,1,1.07277619,EUR,," "
2024-04-04,1,1.07277619,EUR,56.37," "
2024-04-05,1,1.07277619,EUR,57.17," "
2024-04-08,1,1.07277619,EUR,58.41," "
2024-04-09,1,1.07277619,EUR,61.3," "
2024-04-10,1,1.07277619,EUR,63," "
2024-04-11,1,1.07277619,EUR,63.42," "
2024-04-12,1,1.07277619,EUR,68.01," "
2024-04-15,1,1.07277619,EUR,68.17," "
2024-04-16,1,1.07277619,EUR,70.61," "
2024-04-17,1,1.07277619,EUR,," "
2024-04-18,1,1.07277619,EUR,67.15," "
2024-04-19,1,1.07277619,EUR,67.77," "
2024-04-22,1,1.07277619,EUR,65.1," "
2024-04-23,1,1.07277619,EUR,64.28," "
2024-04-24,1,1.07277619,EUR,65.35," "
2024-04-25,1,1.07277619,EUR,65.08," "
2024-04-26,1,1.07277619,EUR,65.66," "
2024-04-29,1,1.07277619,EUR,63.52," "
2024-04-30,1,1.07277619,EUR,65.26," "
2024-05-02,1,1.081222727,EUR,68.1," "
2024-05-03,1,1.081222727,EUR,71.18," "
2024-05-06,1,1.081222727,EUR,70.3," "
2024-05-07,1,1.081222727,EUR,69.16," "
2024-05-08,1,1.081222727,EUR,68.99," "
2024-05-09,1,1.081222727,EUR,," "
2024-05-10,1,1.081222727,EUR,," "
2024-05-13,1,1.081222727,EUR,68.48," "
2024-05-14,1,1.081222727,EUR,67.67," "
2024-05-15,1,1.081222727,EUR,69.35," "
2024-05-16,1,1.081222727,EUR,68.26," "
2024-05-17,1,1.081222727,EUR,69.46," "
2024-05-20,1,1.081222727,EUR,71.24," "
2024-05-21,1,1.081222727,EUR,71.8," "
2024-05-22,1,1.081222727,EUR,74.31," "
2024-05-23,1,1.081222727,EUR,74.9," "
2024-05-24,1,1.081222727,EUR,72.8," "
2024-05-27,1,1.081222727,EUR,," "
2024-05-28,1,1.081222727,EUR,72.9," "
2024-05-29,1,1.081222727,EUR,," "
2024-05-30,1,1.081222727,EUR,72," "
2024-05-31,1,1.081222727,EUR,74.49," "
2024-06-03,1,1.0759,EUR,75.35," "
2024-06-04,1,1.0759,EUR,71.5," "
2024-06-05,1,1.0759,EUR,70.3," "
2024-06-06,1,1.0759,EUR,71," "
2024-06-07,1,1.0759,EUR,69.9," "
2024-06-10,1,1.0759,EUR,67.82," "
2024-06-11,1,1.0759,EUR,70.31," "
2024-06-12,1,1.0759,EUR,," "
2024-06-13,1,1.0759,EUR,69.77," "
2024-06-14,1,1.0759,EUR,68.41," "
2024-06-17,1,1.0759,EUR,66.66," "
2024-06-18,1,1.0759,EUR,66.97," "
2024-06-19,1,1.0759,EUR,67.75," "
2024-06-20,1,1.0759,EUR,68.61," "
2024-06-21,1,1.0759,EUR,67.36," "
2024-06-24,1,1.0759,EUR,66.06," "
2024-06-25,1,1.0759,EUR,65.94," "
2024-06-26,1,1.0759,EUR,," "
2024-06-27,1,1.0759,EUR,66.17," "
2024-06-28,1,1.0759,EUR,65.01," "
2024-07-01,1,1.0759,EUR,67.83," "
2024-07-02,1,1.0759,EUR,66.71," "
2024-07-03,1,1.0759,EUR,68.84," "
2024-07-04,1,1.0759,EUR,68.71," "
2024-07-05,1,1.0759,EUR,68.68," "
2024-07-08,1,1.0759,EUR,70," "
2024-07-09,1,1.0759,EUR,66.87," "
2024-07-10,1,1.0759,EUR,67.42," "
2024-07-11,1,1.0759,EUR,66.72," "
2024-07-12,1,1.0759,EUR,67.06," "
2024-07-15,1,1.0759,EUR,66.63," "
2024-07-16,1,1.0759,EUR,66.16," "
2024-07-17,1,1.0759,EUR,66.66," "
2024-07-18,1,1.0759,EUR,64.96," "
2024-07-19,1,1.0759,EUR,64.73," "
2024-07-22,1,1.0759,EUR,64.37," "
2024-07-23,1,1.0759,EUR,63.67," "
2024-07-24,1,1.0759,EUR,66.71," "
2024-07-25,1,1.0759,EUR,66.33," "
2024-07-26,1,1.0759,EUR,67.17," "
2024-07-29,1,1.0759,EUR,66.55," "
2024-07-30,1,1.0759,EUR,67.85," "
2024-07-31,1,1.0759,EUR,68.07," "
2024-08-01,1,1.0759,EUR,69.76," "
2024-08-02,1,1.0759,EUR,67.02," "
2024-08-05,1,1.0759,EUR,68.65," "
2024-08-06,1,1.0759,EUR,," "
2024-08-07,1,1.0759,EUR,," "
2024-08-08,1,1.0759,EUR,68.9," "
2024-08-09,1,1.0759,EUR,70.46," "
2024-08-12,1,1.0759,EUR,71.15," "
2024-08-13,1,1.0759,EUR,70.82," "
2024-08-14,1,1.0759,EUR,70.59," "
2024-08-15,1,1.0759,EUR,69.85," "
2024-08-16,1,1.0759,EUR,71," "
2024-08-19,1,1.0759,EUR,71.5," "
2024-08-20,1,1.0759,EUR,72.4," "
2024-08-21,1,1.0759,EUR,," "
2024-08-22,1,1.0759,EUR,71.02," "
2024-08-23,1,1.0759,EUR,70.73," "
2024-08-26,1,1.0759,EUR,69.28," "
2024-08-27,1,1.0759,EUR,70.17," "
2024-08-28,1,1.0759,EUR,70.39," "
2024-08-29,1,1.0759,EUR,69.5," "
2024-08-30,1,1.0759,EUR,70.07," "
2024-09-02,1,1.0759,EUR,69.3," "
2024-09-03,1,1.0759,EUR,68.56," "
2024-09-04,1,1.0759,EUR,," "
2024-09-05,1,1.0759,EUR,65.99," "
2024-09-06,1,1.0759,EUR,67," "
2024-09-09,1,1.0759,EUR,65.75," "
2024-09-10,1,1.0759,EUR,65.83," "
2024-09-11,1,1.0759,EUR,64.75," "
2024-09-12,1,1.0759,EUR,65.1," "
2024-09-13,1,1.0759,EUR,64.89," "
2024-09-16,1,1.0759,EUR,64.94," "
2024-09-17,1,1.0759,EUR,62.71," "
2024-09-18,1,1.0759,EUR,62.8," "
2024-09-19,1,1.0759,EUR,63.56," "
2024-09-20,1,1.0759,EUR,63.18," "
2024-09-23,1,1.0759,EUR,64," "
2024-09-24,1,1.0759,EUR,63.91," "
2024-09-25,1,1.0759,EUR,63.55," "
2024-09-26,1,1.0759,EUR,63.88," "
2024-09-27,1,1.0759,EUR,65.45," "
2024-09-30,1,1.0759,EUR,65.69," "
2024-10-01,1,1.0759,EUR,63.19," "
2024-10-02,1,1.0759,EUR,62.89," "
2024-10-03,1,1.0759,EUR,62.02," "
2024-10-04,1,1.0759,EUR,61.03," "
2024-10-07,1,1.0759,EUR,60.15," "
2024-10-08,1,1.0759,EUR,59.85," "
2024-10-09,1,1.0759,EUR,61.18," "
2024-10-10,1,1.0759,EUR,63.3," "
2024-10-11,1,1.0759,EUR,63.71," "
2024-10-14,1,1.0759,EUR,65," "
2024-10-15,1,1.0759,EUR,64.08," "
2024-10-16,1,1.0759,EUR,64.14," "
2024-10-17,1,1.0759,EUR,63.1," "
2024-10-18,1,1.0759,EUR,61.9," "
2024-10-21,1,1.0759,EUR,62.3," "
2024-10-22,1,1.0759,EUR,61.22," "
2024-10-23,1,1.0759,EUR,63.75," "
2024-10-24,1,1.0759,EUR,64.6," "
2024-10-25,1,1.0759,EUR,66.32," "
2024-10-28,1,1.0759,EUR,64.38," "
2024-10-29,1,1.0759,EUR,66.42," "
2024-10-30,1,1.0759,EUR,," "
2024-10-31,1,1.0759,EUR,64.78," "
2024-11-01,1,1.0759,EUR,64.46," "
2024-11-04,1,1.0759,EUR,64.68," "
2024-11-05,1,1.0759,EUR,65.06," "
2024-11-06,1,1.0759,EUR,62.94," "
2024-11-07,1,1.0759,EUR,65.35," "
2024-11-08,1,1.0759,EUR,66.2," "
2024-11-11,1,1.0759,EUR,67.6," "
2024-11-12,1,1.0759,EUR,65.92," "
2024-11-13,1,1.0759,EUR,65.86," "
2024-11-14,1,1.0759,EUR,67.15," "
2024-11-15,1,1.0759,EUR,66.78," "
2024-11-18,1,1.0759,EUR,67.7," "
2024-11-19,1,1.0759,EUR,69.05," "
2024-11-20,1,1.0759,EUR,68.02," "
2024-11-21,1,1.0759,EUR,68.79," "
2024-11-22,1,1.0759,EUR,69.71," "
2024-11-25,1,1.0759,EUR,69.32," "
2024-11-26,1,1.0759,EUR,69.37," "
2024-11-27,1,1.0759,EUR,," "
2024-11-28,1,1.0759,EUR,67.91," "
2024-11-29,1,1.0759,EUR,67.3," "
2024-12-02,1,1.0759,EUR,69.4," "
2024-12-03,1,1.0759,EUR,68.12," "
2024-12-04,1,1.0759,EUR,67.42," "
2024-12-05,1,1.0759,EUR,67.62," "
2024-12-06,1,1.0759,EUR,67.25," "
2024-12-09,1,1.0759,EUR,67.7," "
2024-12-10,1,1.0759,EUR,67," "
2024-12-11,1,1.0759,EUR,69.17," "
2024-12-12,1,1.0759,EUR,67.95," "
2024-12-13,1,1.0759,EUR,66.07," "
2024-12-16,1,1.0759,EUR,63.64," "
2024-12-17,1,1.0759,EUR,," "
2024-12-18,1,1.0759,EUR,," "
2024-12-19,1,1.0759,EUR,," "
2024-12-20,1,1.0759,EUR,," "
2024-12-23,1,1.0759,EUR,," "
2024-12-24,1,1.0759,EUR,," "
2024-12-27,1,1.0759,EUR,," "
2024-12-30,1,1.0759,EUR,," "
2024-12-31,1,1.0759,EUR,," "
